Protein FDR Confidence;Accession;Gene symbol;Protein evidence;Protein name;Exp. q-value;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;# AAs;MW [kDa];calc. pI;Score Sequest HT;# Peptides Sequest HT;Score Mascot;# Peptides Mascot;Norm Intensity;iBAQ;Log2 iBAQ
;;;;;;;;;;;;;;;;;;;;;
High;NX_P78371-1;CCT2;1;T-complex protein 1 subunit beta isoform Iso 1;0;794;75.7;40;490;40;1;535;57.5;6.46;1556.12;38;8281;40;2355039774;73594992.95;26.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2J2-2;EPB41L3;1;Band 4.1-like protein 3 isoform Iso 2;0;781;74.68;58;264;6;1;865;96.5;5.43;691.64;53;2693;53;618203587.3;13439208.42;23.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_P53618-1;COPB1;1;Coatomer subunit beta isoform Iso 1;0;778;53.31;46;331;46;1;953;107.1;6.05;914.05;43;3313;46;1157607614;24116825.3;24.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_P27824-2;CANX;1;Calnexin isoform Iso 2;0;775;50.4;40;476;39;1;627;71.5;4.7;1402.01;38;4532;39;3350683792;134027351.7;27
;;;;;;;;;;;;;;;;;;;;;
High;NX_P33176-1;KIF5B;1;Kinesin-1 heavy chain isoform Iso 1;0;775;63.55;55;345;55;1;963;109.6;6.51;988.93;53;4549;54;1107070648;19087424.97;24.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13200-1;PSMD2;1;26S proteasome non-ATPase regulatory subunit 2 isoform Iso 1;0;774;65.86;56;386;56;1;908;100.1;5.2;1059.21;54;5517;55;1256398019;25640775.9;24.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_P21980-1;TGM2;1;Protein-glutamine gamma-glutamyltransferase 2 isoform Iso 1;0;773;70.74;44;1034;44;1;687;77.3;5.22;3157.7;40;13527;44;4051710448;126615951.5;26.92
;;;;;;;;;;;;;;;;;;;;;
High;NX_P31948-1;STIP1;1;Stress-induced-phosphoprotein 1 isoform Iso 1;0;770;70.35;54;460;54;1;543;62.6;6.8;1180.48;51;5554;54;1844594132;51238725.88;25.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92598-1;HSPH1;1;Heat shock protein 105 kDa isoform Alpha;0;769;63.05;48;296;45;1;858;96.8;5.39;837.3;46;3388;47;878599344.8;19099985.76;24.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BSJ8-1;ESYT1;1;Extended synaptotagmin-1 isoform Iso 1;0;769;56.79;54;394;54;1;1104;122.8;5.83;1191.45;53;5529;54;1169949364;25433681.83;24.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16555-1;DPYSL2;1;Dihydropyrimidinase-related protein 2 isoform Iso 1;0;767;80.59;32;527;28;1;572;62.3;6.38;1661.18;31;7792;32;2417191210;80573040.33;26.26
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15075-1;EEA1;1;Early endosome antigen 1 isoform Iso 1;0;767;56.56;79;275;79;1;1411;162.4;5.68;730.38;75;3962;78;662539693;8281746.163;22.98
;;;;;;;;;;;;;;;;;;;;;
High;NX_P11216-1;PYGB;1;Glycogen phosphorylase, brain form isoform Iso 1;0;763;64.89;55;281;47;1;843;96.6;6.86;770.26;54;3917;54;819976265.1;16734209.49;24
;;;;;;;;;;;;;;;;;;;;;
High;NX_P06576-1;ATP5B;1;ATP synthase subunit beta, mitochondrial isoform Iso 1;0;760;74.67;29;842;29;1;529;56.5;5.4;2425.63;26;11133;29;3953407926;136324411.2;27.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_P13010-1;XRCC5;1;X-ray repair cross-complementing protein 5 isoform Iso 1;0;759;63.39;49;515;48;1;732;82.7;5.81;1248.88;47;4881;49;1763353833;46404048.25;25.47
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P2J5-1;LARS;1;Leucine--tRNA ligase, cytoplasmic isoform Iso 1;0;758;58.08;60;327;60;1;1176;134.4;7.3;875.11;58;3881;59;782686403.6;13044773.39;23.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16363-1;LAMA4;1;Laminin subunit alpha-4 isoform Iso 1;0;743;39.71;58;241;58;1;1823;202.4;6.28;698.22;58;2148;58;452580957.9;5085179.302;22.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13263-1;TRIM28;1;Transcription intermediary factor 1-beta isoform Iso 1;0;738;68.86;38;349;38;1;835;88.5;5.77;705.94;28;3274;38;964283103.6;34438682.27;25.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_P40939-1;HADHA;1;Trifunctional enzyme subunit alpha, mitochondrial isoform Iso 1;0;737;65.14;45;461;45;1;763;82.9;9.04;1398.63;43;5517;44;1610026030;40250650.75;25.26
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00159-1;MYO1C;1;Unconventional myosin-Ic isoform Iso 1;0;735;57.29;60;369;2;1;1063;121.6;9.41;990.7;59;4906;59;1389929824;24384733.75;24.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WUM4-1;PDCD6IP;1;Programmed cell death 6-interacting protein isoform Iso 1;0;735;66.82;56;349;56;1;868;96;6.52;917.59;53;4245;56;1174016191;24458670.64;24.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NY15-1;STAB1;1;Stabilin-1 isoform Iso 1;0;734;37.39;62;212;62;1;2570;275.3;6.49;622.29;59;2705;61;346499223.9;3093743.071;21.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96QV1-1;HHIP;1;Hedgehog-interacting protein isoform Iso 1;0;731;59.71;43;384;42;1;700;78.8;7.9;1152.83;41;5714;43;1435596235;36810159.87;25.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q04637-4;EIF4G1;1;Eukaryotic translation initiation factor 4 gamma 1 isoform C;0;730;42.13;60;407;2;1;1512;166.5;5.21;965.46;55;4390;60;1229562882;19831659.38;24.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9C0C2-1;TNKS1BP1;1;182 kDa tankyrase-1-binding protein isoform Iso 1;0;729;59.98;61;215;61;1;1729;181.7;4.86;654.3;52;3067;59;402441031.6;4907817.459;22.23
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75083-1;WDR1;1;WD repeat-containing protein 1 isoform Iso 1;0;728;77.06;39;700;39;1;606;66.2;6.65;2175.52;37;10432;38;3113078020;100421871.6;26.58
;;;;;;;;;;;;;;;;;;;;;
High;NX_P38646-1;HSPA9;1;Stress-70 protein, mitochondrial isoform Iso 1;0;727;59.79;46;414;45;1;679;73.6;6.16;1181.71;46;7584;45;1943142742;51135335.32;25.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00159-2;MYO1C;1;Unconventional myosin-Ic isoform Iso 2;0;724;57.68;59;354;1;1;1028;117.8;9.41;975.65;59;4748;58;1355557763;25102921.54;24.58
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q04637-8;EIF4G1;1;Eukaryotic translation initiation factor 4 gamma 1 isoform Iso 8;0;722;41.31;60;404;2;1;1600;175.5;5.33;961.15;55;4299;60;1233539568;19579993.14;24.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_P00558-1;PGK1;1;Phosphoglycerate kinase 1 isoform Iso 1;0;722;81.29;36;696;36;1;417;44.6;8.1;2063.03;35;9526;36;4247854967;169914198.7;27.34
;;;;;;;;;;;;;;;;;;;;;
High;NX_P52272-1;HNRNPM;1;Heterogeneous nuclear ribonucleoprotein M isoform Iso 1;0;718;73.29;53;583;53;1;730;77.5;8.7;1474.38;50;8638;52;2532705606;56282346.79;25.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2J2-1;EPB41L3;1;Band 4.1-like protein 3 isoform Iso 1;0;714;54.74;54;246;2;1;1087;120.6;5.19;638.17;49;2629;48;584508586.4;11460952.67;23.45
;;;;;;;;;;;;;;;;;;;;;
High;NX_P50990-1;CCT8;1;T-complex protein 1 subunit theta isoform Iso 1;0;712;81.2;45;419;45;1;548;59.6;5.6;1145.66;44;5994;44;2047370629;55334341.33;25.72
;;;;;;;;;;;;;;;;;;;;;
High;NX_P27797-1;CALR;1;Calreticulin isoform Iso 1;0;711;77.22;33;993;33;1;417;48.1;4.44;2754.67;30;8944;33;7241018128;381106217.3;28.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_P16284-1;PECAM1;1;Platelet endothelial cell adhesion molecule isoform Long;0;709;56.1;39;435;2;1;738;82.5;6.99;1369.66;38;5072;39;1744028680;40558806.52;25.27
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00571-1;DDX3X;1;ATP-dependent RNA helicase DDX3X isoform Iso 1;0;706;68.58;47;434;46;1;662;73.2;7.18;1172.4;46;6493;44;1915477496;49114807.6;25.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q00839-1;HNRNPU;1;Heterogeneous nuclear ribonucleoprotein U isoform Long;0;705;58.67;51;488;50;1;825;90.5;6;1228.77;45;6464;51;2568642905;77837663.79;26.21
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2D5-6;AKAP2;1;A-kinase anchor protein 2 isoform Iso 4;0;705;40;36;285;36;1;1090;120.6;5.05;880.83;32;3408;36;756503228.1;16445722.35;23.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_P41252-1;IARS;1;Isoleucine--tRNA ligase, cytoplasmic isoform Iso 1;0;702;51.74;58;294;58;1;1262;144.4;6.15;808.51;57;2876;55;839007081.1;14465639.33;23.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q02218-1;OGDH;1;2-oxoglutarate dehydrogenase, mitochondrial isoform Iso 1;0;698;61.09;53;240;53;1;1023;115.9;6.86;647.87;49;2460;51;628166657.2;13365248.03;23.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16881-1;TXNRD1;1;Thioredoxin reductase 1, cytoplasmic isoform Iso 1;0;698;59.78;32;450;1;1;649;70.9;7.39;1502.78;30;6616;31;1299831096;40619721.74;25.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_P17655-1;CAPN2;1;Calpain-2 catalytic subunit isoform Iso 1;0;696;65.43;40;488;40;1;700;79.9;4.98;1386.62;37;5454;38;1613427280;48891735.75;25.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q07065-1;CKAP4;1;Cytoskeleton-associated protein 4 isoform Iso 1;0;693;64.78;44;712;41;1;602;66;5.92;2106.21;42;12502;44;4058488581;106802331.1;26.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UH65-1;SWAP70;1;Switch-associated protein 70 isoform Iso 1;0;687;63.08;50;254;50;1;585;69;5.87;747.9;46;3983;49;1054861385;27759510.12;24.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_P43121-1;MCAM;1;Cell surface glycoprotein MUC18 isoform Iso 1;0;686;56.04;36;561;36;1;646;71.6;5.76;1704.89;34;6748;36;2058028821;64313400.67;25.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NZN4-1;EHD2;1;EH domain-containing protein 2 isoform Iso 1;0;685;78.64;42;417;36;1;543;61.1;6.46;1206.1;39;4708;42;1458627412;48620913.72;25.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_P68366-1;TUBA4A;1;Tubulin alpha-4A chain isoform Iso 1;0;683;55.8;30;3682;3;1;448;49.9;5.06;13941.33;29;66901;29;25184811273;1199276727;30.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04083-1;ANXA1;1;Annexin A1 isoform Iso 1;0;681;77.75;31;1031;31;1;346;38.7;7.02;3253.23;30;19396;31;6984695056;367615529.2;28.45
;;;;;;;;;;;;;;;;;;;;;
High;NX_P43243-1;MATR3;1;Matrin-3 isoform Iso 1;0;680;50.3;45;377;45;1;847;94.6;6.25;1015.19;42;3911;44;1474945373;38814351.93;25.21
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16881-5;TXNRD1;1;Thioredoxin reductase 1, cytoplasmic isoform Iso 5;0;674;75.35;32;446;1;1;499;54.7;6.47;1483.18;30;6558;31;1300677948;52027117.9;25.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49368-1;CCT3;1;T-complex protein 1 subunit gamma isoform Iso 1;0;674;74.86;45;460;45;1;545;60.5;6.49;1312.02;45;6206;45;2149626782;69342799.43;26.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04075-1;ALDOA;1;Fructose-bisphosphate aldolase A isoform Iso 1;0;673;90.66;36;1276;31;1;364;39.4;8.09;3349.06;33;9557;36;5756940946;261679133.9;27.96
;;;;;;;;;;;;;;;;;;;;;
High;NX_P17987-1;TCP1;1;T-complex protein 1 subunit alpha isoform Iso 1;0;665;80.22;38;410;38;1;556;60.3;6.11;1141.98;35;6190;38;1767310729;57010023.5;25.76
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49588-1;AARS;1;Alanine--tRNA ligase, cytoplasmic isoform Iso 1;0;665;64.36;48;260;48;1;968;106.7;5.53;752.26;45;3452;46;578516832.4;11570336.65;23.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09651-1;HNRNPA1;1;Heterogeneous nuclear ribonucleoprotein A1 isoform A1-B;0;665;63.71;28;691;9;1;372;38.7;9.13;2102.61;27;7149;28;4260817792;236712099.5;27.82
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92499-1;DDX1;1;ATP-dependent RNA helicase DDX1 isoform Iso 1;0;665;61.22;45;315;45;1;740;82.4;7.23;930.6;45;2758;45;834560822.6;21398995.45;24.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86VP6-1;CAND1;1;Cullin-associated NEDD8-dissociated protein 1 isoform Iso 1;0;665;55.37;56;307;54;1;1230;136.3;5.78;733;53;3446;53;948026683.2;15541421.04;23.89
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UM54-6;MYO6;1;Unconventional myosin-VI isoform Iso 6;0;664;54.4;60;204;60;1;1285;148.6;8.56;527.47;58;2128;60;537845298.5;8027541.769;22.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13045-1;FLII;1;Protein flightless-1 homolog isoform Iso 1;0;664;48.7;49;272;3;1;1269;144.7;6.05;783.38;47;3657;49;596753894.4;9782850.728;23.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_P18669-1;PGAM1;1;Phosphoglycerate mutase 1 isoform Iso 1;0;662;77.56;23;397;15;1;254;28.8;7.18;1282.68;23;4139;23;2289851852;176142450.1;27.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60506-1;SYNCRIP;1;Heterogeneous nuclear ribonucleoprotein Q isoform Iso 1;0;662;55.7;38;407;3;1;623;69.6;8.59;1238.19;37;4495;38;1616876931;50527404.09;25.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5VYK3-1;ECM29;1;Proteasome-associated protein ECM29 homolog isoform Iso 1;0;659;42.11;60;226;60;1;1845;204.2;7.12;611.07;60;2269;59;462414288.2;5026242.263;22.26
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00429-1;DNM1L;1;Dynamin-1-like protein isoform Iso 1;0;657;77.17;48;263;3;1;736;81.8;6.81;781.04;47;3947;47;515691146.6;10313822.93;23.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_P41250-1;GARS;1;Glycine--tRNA ligase isoform Iso 1;0;655;67.25;45;372;45;1;739;83.1;7.03;1143.39;45;4057;43;1046328310;25520202.68;24.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16658-1;FSCN1;1;Fascin isoform Iso 1;0;653;80.53;38;851;38;1;493;54.5;7.24;2519.76;37;9478;36;2836365230;101298758.2;26.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5JRX3-1;PITRM1;1;Presequence protease, mitochondrial isoform Iso 1;0;653;61.04;48;264;48;1;1037;117.3;6.92;714.5;46;2084;48;714914453.9;13239156.55;23.66
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92896-2;GLG1;1;Golgi apparatus protein 1 isoform Iso 2;0;652;52.45;58;238;58;1;1203;137.1;6.9;653.45;54;3019;57;609126502.8;9668674.648;23.2
;;;;;;;;;;;;;;;;;;;;;
High;NX_P0DMV9-1;HSPA1B;1;Heat shock 70 kDa protein 1B isoform Iso 1;0;651;65.37;39;467;22;1;641;70;5.66;1254.5;36;7832;38;3051851452;95370357.87;26.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15029-1;EFTUD2;1;116 kDa U5 small nuclear ribonucleoprotein component isoform Iso 1;0;649;71.19;50;233;49;1;972;109.4;5;607.36;47;2626;48;731741708.2;14071955.93;23.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00429-4;DNM1L;1;Dynamin-1-like protein isoform Iso 3;0;649;77.68;47;256;2;1;699;78.1;6.81;756.14;46;3698;46;510387763.3;10416076.8;23.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q02809-2;PLOD1;1;Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform Iso 2;0;649;56.98;40;323;39;1;774;88.2;7.11;952.17;40;4324;40;1368778537;28516219.51;24.77
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14974-1;KPNB1;1;Importin subunit beta-1 isoform Iso 1;0;645;56.05;38;398;38;1;876;97.1;4.78;1175.84;35;6246;38;1838977627;52542217.92;25.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99832-1;CCT7;1;T-complex protein 1 subunit eta isoform Iso 1;0;638;81.95;46;458;46;1;543;59.3;7.65;1440.67;44;6585;44;1606145328;51811139.62;25.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_P11047-1;LAMC1;1;Laminin subunit gamma-1 isoform Iso 1;0;636;43.07;53;229;53;1;1609;177.5;5.12;616.45;50;2358;52;460584427;6773300.397;22.69
;;;;;;;;;;;;;;;;;;;;;
High;NX_P16284-2;PECAM1;1;Platelet endothelial cell adhesion molecule isoform Delta12;0;636;55;38;403;1;1;720;80.4;6.93;1253.05;37;4796;38;1676372657;41909316.44;25.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_P36578-1;RPL4;1;60S ribosomal protein L4 isoform Iso 1;0;634;54.33;34;492;34;1;427;47.7;11.06;1289.28;32;6990;34;2377035819;139825636.4;27.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q03001-7;DST;1;Dystonin isoform Iso 1;0;633;15.87;76;132;23;1;7570;860.1;5.25;298.72;73;705;70;162016893;381216.2188;18.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99798-1;ACO2;1;Aconitate hydratase, mitochondrial isoform Iso 1;0;631;55.64;41;301;41;1;780;85.4;7.61;990.17;39;4178;41;725883073;19618461.43;24.23
;;;;;;;;;;;;;;;;;;;;;
High;NX_P12268-1;IMPDH2;1;Inosine-5'-monophosphate dehydrogenase 2 isoform Iso 1;0;628;64.4;30;210;28;1;514;55.8;6.9;713.84;29;3272;30;731895347.6;34852159.41;25.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13045-2;FLII;1;Protein flightless-1 homolog isoform Iso 2;0;626;49.09;47;265;1;1;1214;138.4;6.07;754.09;45;3629;47;584610915.8;9743515.263;23.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_P61978-2;HNRNPK;1;Heterogeneous nuclear ribonucleoprotein K isoform Iso 2;0;626;79.53;33;776;2;1;464;51;5.33;2136.76;29;8379;33;3386154412;135446176.5;27.01
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04843-1;RPN1;1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 isoform Iso 1;0;625;65.4;35;407;35;1;607;68.5;6.38;1252.79;35;6217;35;2024140762;56226132.27;25.74
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14573-1;ITPR3;1;Inositol 1,4,5-trisphosphate receptor type 3 isoform Iso 1;0;624;32.95;65;197;60;1;2671;303.9;6.48;509.47;62;1613;64;354281428.2;2643891.256;21.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_P06748-1;NPM1;1;Nucleophosmin isoform Iso 1;0;622;74.49;24;1038;24;1;294;32.6;4.78;3440.93;15;6250;23;3145709901;262142491.7;27.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04844-1;RPN2;1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform Iso 1;0;621;54.36;28;268;28;1;631;69.2;5.69;917.55;24;4479;28;898267703.3;40830350.15;25.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35241-5;RDX;1;Radixin isoform Iso 5;0;621;56.13;43;629;22;1;604;71;6.71;1492.55;43;6029;43;4394850680;125567162.3;26.9
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09874-1;PARP1;1;Poly [ADP-ribose] polymerase 1 isoform Iso 1;0;620;59.96;48;216;48;1;1014;113;8.88;574.37;43;2052;47;644481236.1;12636886.98;23.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35606-1;COPB2;1;Coatomer subunit beta' isoform Iso 1;0;619;59.6;43;306;43;1;906;102.4;5.27;855.25;41;3969;43;1232346418;26790139.51;24.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_P63241-1;EIF5A;1;Eukaryotic translation initiation factor 5A-1 isoform Iso 1;0;618;88.31;19;482;2;1;154;16.8;5.24;1248.45;17;6702;19;1902509939;237813742.4;27.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_P50454-1;SERPINH1;1;Serpin H1 isoform Iso 1;0;617;69.14;29;434;29;1;418;46.4;8.69;1403.73;28;6983;28;3572587026;155329870.7;27.21
;;;;;;;;;;;;;;;;;;;;;
High;NX_P05121-1;SERPINE1;1;Plasminogen activator inhibitor 1 isoform Iso 1;0;616;72.89;29;847;29;1;402;45;7.2;2275.29;27;9717;29;6143345238;323333959.9;28.27
;;;;;;;;;;;;;;;;;;;;;
High;NX_P56192-1;MARS;1;Methionine--tRNA ligase, cytoplasmic isoform Iso 1;0;616;55.67;39;198;39;1;900;101.1;6.16;586.44;38;2319;39;551444300;14511692.11;23.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q01518-1;CAP1;1;Adenylyl cyclase-associated protein 1 isoform Iso 1;0;615;70.74;39;367;1;1;475;51.9;8.06;1055.32;37;3787;38;2367330109;84547503.89;26.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_P30153-1;PPP2R1A;1;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform Iso 1;0;615;65.2;35;322;27;1;589;65.3;5.11;933.87;34;5369;34;1130113244;35316038.88;25.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14839-2;CHD4;1;Chromodomain-helicase-DNA-binding protein 4 isoform Iso 2;0;613;38.3;58;194;43;1;1940;220.7;5.97;502.38;55;1516;58;380809897.1;4377125.254;22.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35555-1;FBN1;1;Fibrillin-1 isoform Iso 1;0;613;31.91;59;157;56;1;2871;312;4.93;431.99;58;1707;56;252136239;1750946.104;20.74
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q01518-2;CAP1;1;Adenylyl cyclase-associated protein 1 isoform Iso 2;0;611;70.68;39;357;1;1;474;51.8;8.06;994.88;37;3549;38;1947434151;69551219.68;26.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35222-1;CTNNB1;1;Catenin beta-1 isoform Iso 1;0;610;67.73;40;282;34;1;781;85.4;5.86;735.5;34;4953;39;899340408.2;21935131.91;24.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7L576-1;CYFIP1;1;Cytoplasmic FMR1-interacting protein 1 isoform Iso 1;0;609;44.13;58;215;34;1;1253;145.1;6.9;604.29;57;2825;57;589510810.3;9211106.411;23.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_P60842-1;EIF4A1;1;Eukaryotic initiation factor 4A-I isoform Iso 1;0;609;76.6;33;631;17;1;406;46.1;5.48;2019.01;32;9190;33;3761319997;170969090.8;27.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5SW79-1;CEP170;1;Centrosomal protein of 170 kDa isoform Iso 1;0;607;45.58;62;208;4;1;1584;175.2;7.11;487.05;58;1602;61;409325222.7;4815590.856;22.2
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q05682-4;CALD1;1;Caldesmon isoform Iso 4;0;605;57.43;40;437;39;1;538;62.6;6.37;1183.45;38;5280;40;2258728440;102669474.5;26.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_P23381-1;WARS;1;Tryptophan--tRNA ligase, cytoplasmic isoform Iso 1;0;602;76.65;32;249;32;1;471;53.1;6.23;696.45;28;3272;32;1097158024;45714917.65;25.45
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60506-3;SYNCRIP;1;Heterogeneous nuclear ribonucleoprotein Q isoform Iso 3;0;601;55.34;36;386;1;1;562;62.6;7.56;1152.73;35;4373;36;1591023276;54862871.59;25.71
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16643-1;DBN1;1;Drebrin isoform Iso 1;0;600;62.87;34;482;34;1;649;71.4;4.45;1355.24;31;4806;33;1611148582;67131190.91;26
;;;;;;;;;;;;;;;;;;;;;
High;NX_P22102-1;GART;1;Trifunctional purine biosynthetic protein adenosine-3 isoform Long;0;600;51.58;42;244;42;1;1010;107.7;6.7;754.15;40;3973;41;651554074.9;13574043.23;23.69
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51991-2;HNRNPA3;1;Heterogeneous nuclear ribonucleoprotein A3 isoform Iso 2;0;599;52.53;28;325;2;1;356;37;8.31;1104.43;28;4476;28;1830417234;101689846.4;26.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95373-1;IPO7;1;Importin-7 isoform Iso 1;0;597;36.99;40;214;40;1;1038;119.4;4.82;669.62;38;2668;40;579407466.5;14485186.66;23.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_P52209-1;PGD;1;6-phosphogluconate dehydrogenase, decarboxylating isoform Iso 1;0;596;73.91;36;439;36;1;483;53.1;7.23;1215.11;33;5623;35;2499656989;113620772.2;26.76
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UDY2-1;TJP2;1;Tight junction protein ZO-2 isoform A1;0;593;57.56;58;313;58;1;1190;133.9;7.4;853.94;55;3175;56;863499787.9;12888056.54;23.62
;;;;;;;;;;;;;;;;;;;;;
High;NX_P22626-1;HNRNPA2B1;1;Heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1;0;591;66.57;29;662;24;1;353;37.4;8.95;2308.66;29;12250;28;3595837075;189254582.9;27.5
;;;;;;;;;;;;;;;;;;;;;
High;NX_P16615-1;ATP2A2;1;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform Iso 1;0;591;43.86;43;288;43;1;1042;114.7;5.34;872.74;41;3770;42;800008271.7;17391484.17;24.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_P11586-1;MTHFD1;1;C-1-tetrahydrofolate synthase, cytoplasmic isoform Iso 1;0;590;60.43;49;225;49;1;935;101.5;7.3;633.19;46;2591;47;680335954.4;13339920.67;23.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51991-1;HNRNPA3;1;Heterogeneous nuclear ribonucleoprotein A3 isoform Iso 1;0;587;54.5;29;355;3;1;378;39.6;9.01;1130.23;29;4404;29;2147830669;113043719.4;26.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_P20810-6;CAST;1;Calpastatin isoform Iso 6;0;586;51.71;37;193;37;1;791;84.9;5.36;492.89;27;1495;37;413472057.5;10336801.44;23.3
;;;;;;;;;;;;;;;;;;;;;
